Character,Gender,Playable,Line
Chris,Male,Playable,Dammit!
Piers,Male,Playable,You gotta be kidding me!
Chris,Male,Playable,Don’t talk! Just run! Keep moving!
Piers,Male,Playable,If we can just get to that building!
Chris,Male,Playable,(radio) Alpha to HQ! We got a visual on Ada Wong. We're in pursuit!
Radio,,Non-Playable,"This is HQ. Ada Wong has been spotted moving down the canal. Charlie and Delta Teams, form a perimeter around Koocheng."
Chris,Male,Playable,"(to Piers) All right, we can drop that chopper from here."
Chris,Male,Playable,Let's go!
Chris,Male,Playable,That's that. Now we get Ada.
Piers,Male,Playable,Copy that.
Chris,Male,Playable,She's here!
Piers,Male,Playable,Think this is where they've been developing the C-Virus?
Chris,Male,Playable,Ada!
Chris,Male,Playable,You can't run forever!
Piers,Male,Playable,Alpha Team to HQ! Come in! We are in pursuit of Ada Wong!
Chris,Male,Playable,"No use hiding, Ada."
Chris,Male,Playable,Make a run for the elevator! Go!
Leon,Male,Playable,(from another room) We're not alone in here.
Helena,Female,Playable,(from another room) Probably whoever was shooting at Ada. One more thing to worry about.
Carla,Female,Non-Playable,Glad you could stop in. Like what I've done with the place? Hope you enjoy your stay. (evil laugh)
Chris,Male,Playable,"Laugh while you can, Ada... Cause you're going down."
Piers,Male,Playable,What the hell is all this...?
Chris,Male,Playable,Keep your eyes peeled. Who knows what this bitch has in store...
Chris,Male,Playable,We're locked in.
Computer,,Non-Playable,Engaging locks. Testing for prototypes.
Chris,Male,Playable,Ada!
Carla,Female,Non-Playable,We've been conducting such fascinating work here. Why don't you have some fun with one of the new prototypes?
Piers,Male,Playable,Her little bag of tricks isn't going to stop us!
Chris,Male,Playable,Keep those damn things back! I'll get the lock.
Computer,,Non-Playable,Security breach detected in Room One. Disengaging locks in Room One.
Chris,Male,Playable,Let's move! There's no time to waste!
Piers,Male,Playable,Someone doesn't want us to catch Ada. She might not be working alone.
Chris,Male,Playable,"Give it up, Ada. It's over!"
Carla,Female,Non-Playable,"Oh, is the big, bad soldier going to shoot me?"
Chris,Male,Playable,"Stand down, Piers!"
Piers,Male,Playable,Captain! Get a hold of yourself!
Carla,Female,Non-Playable,It's been fun. Ciao.
Chris,Male,Playable,Ada! Don't lose her!
Piers,Male,Playable,I won't!
Chris,Male,Playable,Ada!
Helena,Female,Playable,(nearby) Your friend likes to play hard to get. She always been like this?
Chris,Male,Playable,(to Piers) There she is! Cut her off!
Piers,Male,Playable,I've got her!
Leon,Male,Playable,Chris!
Chris,Male,Playable,Leon? What are you doing here?
Leon,Male,Playable,"Put your gun down, Chris. She's a key witness, we need her."
Chris,Male,Playable,A witness!? She's the one who did all this!
Leon,Male,Playable,"No! It wasn't her - it was Simmons, the National Security Advisor."
Chris,Male,Playable,I lost all my men because of her!
Leon,Male,Playable,"And I lost over 70,000 people, including the president, because of Simmons!"
Chris,Male,Playable,She's working for Neo-Umbrella. You know what that means?
Leon,Male,Playable,"Yeah, I do."
Chris,Male,Playable,And you're still going to protect this woman?
Leon,Male,Playable,I am.
Piers,Male,Playable,Captain!
Piers,Male,Playable,Freeze!
Piers,Male,Playable,Damn it! (runs after Ada)
Leon,Male,Playable,Helena!
Helena,Female,Playable,He's gonna kill her!
Leon,Male,Playable,"Chris, wait! We both want the same thing here."
Chris,Male,Playable,All right. The BSAA will handle Ada. You take care of Simmons.
Leon,Male,Playable,Chris. I know you'll do the right thing.
Piers,Male,Playable,She's making a break for the harbor. Get in!
Chris,Male,Playable,"Hey, Piers. What you said, about me hiding from my past. You were right."
Piers,Male,Playable,Captain?
Chris,Male,Playable,Can you catch up to her?
Piers,Male,Playable,Won't stop until I do.
Piers,Male,Playable,(radio) This is Piers Nivans! Ada Wong is moving south towards the military port! Advising all personnel to be on the alert! (to Chris) Don't bother! We can handle this!
Chris,Male,Playable,I've had enough of these stupid games!
Chris,Male,Playable,Chris to HQ! Block of all the exits!
Radio,,Non-Playable,"Sorry, no can do. All of our units are currently engaged. I don't have any to spare."
Piers,Male,Playable,Dammit! Do you think this is part of her plans? Give up Ada! We got you! You're not getting rid of us that easily! I'm the best driver the BSAA's got!
Radio,,Non-Playable,"Alpha, come in! This is Delta! We hear you're zeroing in on Ada Wong! We're trying to hold out on our end, but we ain't gonna last long! You've gotta catch that woman, before this gets any worse!"
Chris,Male,Playable,Don't worry soldier! We will! You just keep those civilians safe!
Radio,,Non-Playable,Roger that! Good luck! Hopefully we can put an end to this shit storm! Delta out!
Piers,Male,Playable,Captain! There's a train coming!
Chris,Male,Playable,"Hey! Grab your gun! I'm taking the wheel! Hang on! I'm taking a short cut! There we go! She's not getting away again. You're not gonna lose us, Ada!"
Radio,,Non-Playable,HQ to Alpha! We've spotted an aircraft carrier of unknown origin in the harbor. Chatter we've picked up indicates it might belong to Neo-Umbrella.
Piers,Male,Playable,Then that's where Ada's headed! We can't let her reach it!
Chris,Male,Playable,Hold on! I'm gonna jump it!
Chris,Male,Playable,Piers!
Piers,Male,Playable,"I'm good, captain!"
Chris,Male,Playable,Keep your head down! They've got their sights locked on us! Careful. These enemies are different.
Piers,Male,Playable,"So these are Neo-Umbrella's finest, huh?"
Chris,Male,Playable,(radio) Alpha to HQ. We're closing in on Ada Wong.
Radio,,Non-Playable,HQ here. Copy that.
Piers,Male,Playable,We have to figure out where on board she's hiding.
Chris,Male,Playable,"We need to get up those stairs. Hurry, we can't let her get away."
Piers,Male,Playable,"Well, that's just great, what else can go wrong? How the hell are we supposed to get the bulkhead open?"
Chris,Male,Playable,We'll figure something out. That's our job. You and I have a mission to complete. Got it?
Piers,Male,Playable,"Yeah, I got it. Maybe we can blow it open."
Chris,Male,Playable,Hey Piers! I found somethin' to take care of that bulkhead!
Chris,Male,Playable,"Piers, you OK?"
Piers,Male,Playable,"Yeah, I'm fine."
Chris,Male,Playable,Just keep going. We'll meet up eventually.
Chris,Male,Playable,Now that's how you open a door.
Piers,Male,Playable,"HQ, come in. We're continuing our mission to apprehend Wong."
Chris,Male,Playable,"Now, let's get those stairs back down."
Chris,Male,Playable,I'm going for it.
Piers,Male,Playable,Roger that!
Radio,,Non-Playable,HQ to Alpha. Fighting in the city has spread. You need to apprehend Ada Wong now.
Chris,Male,Playable,Copy that. Tell our boys to hang in there.
Piers,Male,Playable,Are you kidding me!?
Chris,Male,Playable,I think we've overstayed our welcome.
Carla,Female,Non-Playable,"Can you feel it spreading through your body yet? I'm just giving you exactly what you gave me, Simmons. At first you'll be afraid, but don't worry. You're just becoming the monster you always were. You and everyone else on the planet. You and your Family may have shaped the world into what it is today, but starting tomorrow, it's all going to change."
Piers,Male,Playable,It's Ada!
Chris,Male,Playable,"Ada, stop!"
Piers,Male,Playable,Found her!
Chris,Male,Playable,Upstairs - move!
Piers,Male,Playable,"Dammit, she's toying with us!"
Chris,Male,Playable,I'll take care of these guys.
Chris,Male,Playable,Ada!
Carla,Female,Non-Playable,"Still haven’t had enough, huh? Even after losing all your men - again? With your track record I gotta say, I'd hate to be a member of your team, Chris."
Piers,Male,Playable,"Don't listen to her, Captain."
Carla,Female,Non-Playable,"But where are my manners? I mean, really, I should be thanking your men… ...foreing such good test subjects."
Chris,Male,Playable,"Ever since Edonia, all I've wanted is to see you dead. But this isn't about vengeance, it's about justice. It's over, Ada."
Carla,Female,Non-Playable,"You're right, it is. The aircraft carrier is preparing for launch."
Chris,Male,Playable,(to Piers) Launch?
Carla,Female,Non-Playable,"And the dead will flood the streets. Déjà vu, boys - Raccoon revisited. But this time, it won't just be one city. It'll be the whole world!"
Carla,Female,Non-Playable,You got me. Well played. But no one can stop it now...
Piers,Male,Playable,Damn it! What the hell just happened!?
Piers,Male,Playable,This looks like a different strain. There are two missing!
Chris,Male,Playable,"Just take what's left. We'll bring it back to HQ for analysis. (radio) This is Alpha Leader! I need a report on the missing vessels, ASAP!"
Radio,,Non-Playable,"The city has been compromised, and we’ve lost contact with all local assets. We need more time."
Chris,Male,Playable,We don't have it! The terrorist assault was just a diversion! The real attack will spread the virus globally!
Piers,Male,Playable,Now what?
Chris,Male,Playable,Let's check the rear hangar. There have gotta be some planes back there.
Piers,Male,Playable,"Yes, sir!"
Radio,,Non-Playable,"Alpha Team, this is HQ. We've confirmed that Wong was telling the truth. There's a fully armed aircraft carrier in open water not far from your location. Satellite imaging indicates they're getting ready to fire missiles on the mainland. It's imperative that you stop them from launching even a single one."
Chris,Male,Playable,"Copy that, HQ. The bay is just up ahead. Hurry!"
Piers,Male,Playable,"Yes, sir!"
Piers,Male,Playable,This is makin' me seasick. You think this tub is gonna last much longer?
Chris,Male,Playable,I don't want to hang around to find out. Come on!
Chris,Male,Playable,Dammit. We need three separate passcodes to get this open.
Piers,Male,Playable,"Fantastic. Well, let's go see if we can hunt them down."
Chris,Male,Playable,"He's dead. Which means someone else is here. Anyway, we got the first code."
Piers,Male,Playable,"Aw come on. Give me a break! Finally! Let's get outta here! Captain! Let's get this thing opened, Captain! I'm ready when you are! Got the second one. Only one more to go. Found the last one. Let's head back."
Chris,Male,Playable,Come on!
Piers,Male,Playable,Right behind you.
Chris,Male,Playable,I don't have time for you right now.
Chris,Male,Playable,Let's get it fired up!
Radio,,Non-Playable,"HQ to Alpha. The aircraft carrier has been located. The carrier is armed with anti-aircraft artillery. Take out those guns, Alpha."
Piers,Male,Playable,One plane against an entire carrier? Does that even sound possible?
Chris,Male,Playable,Hey Piers! How's your aim?
Piers,Male,Playable,"Never better, Captain!"
Radio,,Non-Playable,"Prelaunch preparations have already begun, and there's nothing we can do to stop it from here."
Piers,Male,Playable,"The missile's carrying a virus. if it hits, it's gonna be a hell of a lot worse than a normal warhead. And the only way we can stop it is by getting on that carrier."
Chris,Male,Playable,"We've got no choice. OK, get ready, I'm going in. Ada said she wanted to bring Raccoon City to the world. But there's only one missle that we know of. Come in, HQ. Are there any other vessels in the water?"
Radio,,Non-Playable,Negative. Intel says only the carrier.
Piers,Male,Playable,She could have been making it up. I wouldn't put it past her.
Radio,,Non-Playable,All anti-aircraft guns have been destroyed.
Piers,Male,Playable,"All right, now we can stop that missile! Find a place to land, Captain!"
Radio,,Non-Playable,HQ to Alpha! The missile countdown has already started. Find the control unit and stop the launch!
Piers,Male,Playable,"Roger that, HQ, We're on it! (to Chris) Looks like my path is blocked. Nothin' a little pyrotechnics can't take care of!"
Chris,Male,Playable,"OK, I've got you covered."
Piers,Male,Playable,That looks like more trouble than we need!
Chris,Male,Playable,"Shit. This fight's about to get dirty! Hurry it up, Piers! We're runnin' out of time!"
Radio,,Non-Playable,HQ to Alpha. Missile launch has been aborted.
Chris,Male,Playable,"Way-to-go, Piers! Now get back to the plane so we can get outta here!"
Piers,Male,Playable,Roger that!
Chris,Male,Playable,Piers! Get to the crane! I'll pick you up!
Piers,Male,Playable,"Hey, Captain! The odds are a little uneven down here. A little help?"
Radio,,Non-Playable,"HQ to Alpha, we have an emergency! The missile is preparing to launch!"
Chris,Male,Playable,How in the hell!?
Piers,Male,Playable,It's Ada. She knew we would try to stop it!
Radio,,Non-Playable,"We're out of time, Alpha. Permission to destroy the missile granted!"
Piers,Male,Playable,"Dammit, that thing's in our way!"
Chris,Male,Playable,"All right, Piers take out those missiles!"
Piers,Male,Playable,Roger that!
Piers,Male,Playable,It's heading for the city!
Radio,,Non-Playable,This is FOS. Is anyone there?
Piers,Male,Playable,FOS?
Chris,Male,Playable,Chris Redfield with the BSAA here.
Radio,,Non-Playable,"Hold on, I'm patching you through to Agent Leon Kennedy."
Chris,Male,Playable,"What—? Leon!? Leon, where are you?"
Leon,Male,Playable,"(via radio) Chris! We're just outside of Tatchi, why?"
Chris,Male,Playable,(screams) Get the hell outta there!
Chris,Male,Playable,"Leon!? Leon, are you all right?"
Leon,Male,Playable,(via radio) Yeah… But things just got bad. Real bad!
Chris,Male,Playable,(punches the wall of the jet) Damn it!
Leon,Male,Playable,"(via radio) Chris, listen to me. I need you to rescue two hostages from an underwater oil field. Agent Sherry Birkin… ...and Jake Muller. He's Albert Wesker's son."
Chris,Male,Playable,Wesker!?
Leon,Male,Playable,"(via radio) Chris, he's got antibodies for the C-Virus."
Chris,Male,Playable,I got it. On my way.
Leon,Male,Playable,(via radio) Good. Thanks.
Chris,Male,Playable,"Leon, wait. There's something I need to tell you. (pauses) Ada Wong is dead."
Leon,Male,Playable,"(via radio, quietly) Copy. Sherry and Jake need you. Don't let them down."
Chris,Male,Playable,Go!
Piers,Male,Playable,"There's irony for you. A man who spent his entire life trying to destroy the world, and now… his son is the only one who can save it."
Chris,Male,Playable,And here I am coming to rescue him.
Piers,Male,Playable,The man who killed his father. Like I said - irony.
Chris,Male,Playable,"I don't know, maybe it's fate. It's been 3 years since I killed Wesker. I can't let this war follow me forever. After we rescue Jake, I'm turning in my gun."
Piers,Male,Playable,What!? Wait a minute—
Chris,Male,Playable,It's about time someone took my place. And I'd be honored if it was you.
Piers,Male,Playable,I... I don't think I'm ready for that.
Chris,Male,Playable,"You've made it this far, haven't you?"
Chris,Male,Playable,All right. This is it!
Piers,Male,Playable,Who the hell has the funding to build something like this?
Chris,Male,Playable,"It's got Neo Umbrella written all over it. Be careful. Knowing them, there'll be some surprises."
Piers,Male,Playable,Copy that.
Piers,Male,Playable,Captain!
Chris,Male,Playable,All right.
Chris,Male,Playable,I think I got it.
Chris,Male,Playable,They found us!
Piers,Male,Playable,"We gotta go! Captain, can you pinpoint their location?"
Chris,Male,Playable,They're in some sort of research bay. We can get there from the lower levels. Let's go get 'em! Piers! I need you to scope out an area for me! Can't get into the air ducts with these blades going. See if you can turn them off from up there.
Piers,Male,Playable,"Roger that. OK, it's off."
Chris,Male,Playable,Roger. I'm going in.
Piers,Male,Playable,"(fighting) Ah, for Christ's sake."
Chris,Male,Playable,I'll see what I find here. Wait for my command.
Piers,Male,Playable,Roger that.
Chris,Male,Playable,"Piers, I've got another set of blades in the way."
Piers,Male,Playable,I'm on it: Just give me a minute. It's off. You're good to go.
Chris,Male,Playable,"Piers, I've restored power to the elevator."
Piers,Male,Playable,Copy. I'll rendezvous with you up ahead.
Chris,Male,Playable,Piers! I'm in the elevator. Headed your way.
Piers,Male,Playable,"Copy that, Captain."
Computer,,Non-Playable,Engaging airlock. Connection to research block initiated. Please wait until the connection is complete.
Carla,Female,Non-Playable,Hello stranger.
Chris,Male,Playable,…Ada!?
Carla,Female,Non-Playable,"Yup. It's me. Or should I say… was me. Consider this my little parting gift to you. If you've made it this far, I'm assuming you are BSAA. Not that it matters. You still won't stop my plan. No one can. One missile and this world will be transformed… ...into a new Eden. For my last… and greatest creation. He will thrive in the ashes of the burning cities… ...conquering all that remains after the fall. He will reign as king of the new era!"
Piers,Male,Playable,Something tells me this new creation isn't a pillow pet.
Chris,Male,Playable,Piers! Can you get through to HQ?
Piers,Male,Playable,No. Not unless we get topside.
Chris,Male,Playable,So we're on our own. All right. Let's get Jake and Sherry the hell outta here! Come on!
Piers,Male,Playable,Roger!
Computer,,Non-Playable,Connection complete. Pressurizing area now. Please wait until air pressure levels have normalized.
Chris,Male,Playable,Don't let it pull the lever! Last thing we need is more cocoons!
Piers,Male,Playable,Shit! They keep coming!
Chris,Male,Playable,We're just gonna have to hold out!
Computer,,Non-Playable,Pressure normalized. Connection procedures complete. Disengaging the safety lock.
Piers,Male,Playable,"Let's go, Captain."
Sherry,Female,Playable,Chris!
Chris,Male,Playable,Glad to see you're OK.
Sherry,Female,Playable,"Wait, was that you who just freed us?"
Jake,Male,Playable,Looks like you guys saved the day again.
Chris,Male,Playable,I can see your father in you.
Sherry,Female,Playable,How did you know where—
Jake,Male,Playable,"Wait, hold on a second. So you knew him?"
Chris,Male,Playable,Yeah. I did. And I'm the one that killed him.
Jake,Male,Playable,It was you?
Chris,Male,Playable,That's right.
Piers,Male,Playable,Chris!
Jake,Male,Playable,You better put a leash on that puppy.
Chris,Male,Playable,"(to Piers) This is between me and him. (to Jake) Go ahead, shoot. You have every right to. Just promise me you'll survive. The world depends on it."
Jake,Male,Playable,(in rage) Who the hell are you to tell me what to do!?
Sherry,Female,Playable,Stop it!
Piers,Male,Playable,Put your gun down! Now!
Jake,Male,Playable,"Tell me, were you just… ...following orders, or was it personal?"
Chris,Male,Playable,Both.
Sherry,Female,Playable,"Jake, please, stop!"
Piers,Male,Playable,...before I put a bullet in your head!
Sherry,Female,Playable,Just put your gun down. Don't do this!
Jake,Male,Playable,There are more important things at stake than you and me.
Piers,Male,Playable,We gotta go!
Sherry,Female,Playable,Jake!
Jake,Male,Playable,I know!
Sherry,Female,Playable,"Guys! I think this is some sort of lift! There's one over there, too! Let's get outta here."
Computer,,Non-Playable,HAOS Release Simulation Infection Rate 20%... 60%... Infection Rate 100%
Chris,Male,Playable,What the hell is this?
Piers,Male,Playable,The end of the world.
Chris,Male,Playable,Unless we stop it.
Sherry,Female,Playable,So if that giant cocoon hatches...
Chris,Male,Playable,We're in trouble. Just a bit.
Piers,Male,Playable,We gotta get outta here and warn HQ! Hurry! Over here! This way! Hurry!
Piers,Male,Playable,"Ya know, you didn't have to put yourself on the line like that. Wesker deserved what he got. You did what was right - you kept this world safe."
Chris,Male,Playable,He was still his father. The kid had the right to know.
Piers,Male,Playable,"Well, I'll tell ya this much. I can't say I've lacked for adventure working with you."
Chris,Male,Playable,"Sorry, I know it's never been easy being my partner. Once we get outta here… all that's gonna change."
Sherry,Female,Playable,(via radio) Listen... Jake.
Jake,Male,Playable,"(via radio) Spare me the lecture, all right? We need to find a way outta here."
Sherry,Female,Playable,"(via radio) I was only trying to – look, when this over, please, just talk to Chris. And not down the barrel of a gun, OK?"
Jake,Male,Playable,"(via radio) It's my problem, not yours. Besides, I don't wanna think about that asshole or my father right now. I can worry about them if and when we get outta here."
Chris,Male,Playable,Look out!
Sherry,Female,Playable,Chris!
Chris,Male,Playable,Get moving!
Piers,Male,Playable,We got it from here. Let's go.
Sherry,Female,Playable,Wait!
Jake,Male,Playable,You've got a job to finish.
Chris,Male,Playable,Piers! We've gotta climb!
Chris,Male,Playable,Hurry! He'll take us down with him! Piers! Come on!
Piers,Male,Playable,I gotcha!
Chris,Male,Playable,Shit!
Chris,Male,Playable,"OK, let's go!"
Piers,Male,Playable,That is one angry son of a bitch!
Chris,Male,Playable,Releasing this thing must have been Ada's plan from the beginning!
Piers,Male,Playable,Jesus! The missiles were only a distraction then!
Piers,Male,Playable,You've gotta be kidding me! That thing's still alive?
Chris,Male,Playable,Not for long!
Piers,Male,Playable,"Shit, this thing won't die!"
Chris,Male,Playable,It better. We can't let this thing see the light of day!
Chris,Male,Playable,Piers! You all right?
Piers,Male,Playable,I've been better!
Chris,Male,Playable,Son of a bitch!
Piers,Male,Playable,"Captain! We're outta time! We gotta go! Argh! Captain, I can't get by! I'll be damned if I'm gonna die here."
Chris,Male,Playable,Hurry! Can't hold it…
Piers,Male,Playable,"Thanks, Captain!"
Chris,Male,Playable,We're sitting ducks in here!
Piers,Male,Playable,You're right. We gotta move!
Piers,Male,Playable,Captain!
Chris,Male,Playable,Piers!
Chris,Male,Playable,"Oh God, Piers! What did you do?"
Computer,,Non-Playable,Pressure abnormality detected. Sealing all doors. Restore pressure to regulation levels. Depressurization initialized.
Chris,Male,Playable,Piers! You have to fight it! Try to stay in control!
Computer,,Non-Playable,Please wait while pressure is reduced.
Piers,Male,Playable,Now's our chance! Fire!
Computer,,Non-Playable,Depressurization process is almost complete.
Chris,Male,Playable,Piers! Come on! Just stay with me! You're gonna be OK!
Piers,Male,Playable,I'm sorry... Captain… I did it for the BSAA… For the future!
Chris,Male,Playable,I know. You did a real good thing.
Piers,Male,Playable,As long as you—
Chris,Male,Playable,"I don't wanna hear it! We're both getting outta here, all right? Let's go!"
Computer,,Non-Playable,Depressurization process complete. Unsealing doors now.
Chris,Male,Playable,"I'm gonna get you through this, Piers. You hear me?"
Computer,,Non-Playable,"Warning. Facilities infrastructure compromised. Unable to withstand water pressure. All personnel, please evacuate immediately."
Piers,Male,Playable,"Stand back, Captain, I can kill this thing."
Computer,,Non-Playable,"Warning. Facilities infrastructure compromised. Unable to withstand water pressure. All personnel, please evacuate immediately."
Chris,Male,Playable,Piers! Damn it…
Piers,Male,Playable,Just go!
Chris,Male,Playable,No! You're gonna be OK! We're almost there!
Chris,Male,Playable,The escape pods! See that? We'll be outta here in no time. Come on… got it!
Chris,Male,Playable,"Here we go, Piers, we're gettin' out of here."
Chris,Male,Playable,"No! Piers! No, don't do this! Open the door! Goddamn it, listen to me! We can still both get outta here! There's still time! What are you doing? No, Piers, don't! You can still make it out! Goddammit, Piers! No! Piers! Open the goddamn door—that's an order! No…"
Chris,Male,Playable,(screams) Piers!
Soldier,,Non-Playable,Captain. We've received new orders.
Chris,Male,Playable,"All right. Better get to it, then."
Soldier,,Non-Playable,"Yes, sir!"
Man 2,Male,Non-Playable,Over here! This way!
Ada,Female,Playable,Simmons?
Simmons,Male,Non-Playable,Ada Wong.
Simmons,Male,Non-Playable,IT's been a long time.
Ada,Female,Playable,Not long enough. I see you still like to play games.
Simmons,Male,Non-Playable,Old habits.
Simmons,Male,Non-Playable,"Besides, a phone call can be so... impersonal."
Ada,Female,Playable,What is it you want?
Simmons,Male,Non-Playable,"I received some very interesting intel on you, Ms. Wong..."
Simmons,Male,Non-Playable,intel that will greatly influence your future.
Simmons,Male,Non-Playable,Curious?
Ada,Female,Playable,Not in the slightest.
Simmons,Male,Non-Playable,I knew you couldn't resist.
Ada,Female,Playable,I'm just here to find out what you're up to.
Simmons,Male,Non-Playable,"Then by all means, proceed."
Simmons,Male,Non-Playable,"So you know, Level 4 requires a handprint for access."
Simmons,Male,Non-Playable,I've made sure you'll be recognized.
Ada,Female,Playable,You've got my prints on file?
Ada,Female,Playable,"You're not playing around, are you?"
Simmons,Male,Non-Playable,"Oh, I've got much more than your prints, Ms. Wong."
Simmons,Male,Non-Playable,You'll see. Good luck.
Ada,Female,Playable,"All right, Simmons. Let's see what you're hiding."
Carla,Female,Non-Playable,Find anything interesting?
Ada,Female,Playable,A recording from 6 months ago.
Carla,Female,Non-Playable,Then the trip was worthwhile.
Carla,Female,Non-Playable,What's the matter?
Carla,Female,Non-Playable,You still haven't figured it out?
Carla,Female,Non-Playable,Allow me to clarify.
Carla,Female,Non-Playable,"Tomorrow, the U.S. will suffer a bioterrorist attack."
Carla,Female,Non-Playable,"After that, China."
Carla,Female,Non-Playable,And then major cities all around the world will suffer the same fate at the hands of Neo-Umbrella's very own Ada Wong.
Ada,Female,Playable,"If you think I'm going to sit back and be your scapegoat, Simmons, you've got another thing coming."
Helena,Female,Playable,"Deborah! Just hold on, we're almost there... Deborah, stay with me, all right? No! Deborah! No! No... No, this can't be happening!"
Leon,Male,Playable,Ada!
Ada,Female,Playable,You look like you've seen a ghost.
Leon,Male,Playable,"Ada, what the hell is going on here?"
Ada,Female,Playable,It's complicated. But this isn't the time or the place.
Helena,Female,Playable,No more tears.
Helena,Female,Playable,Not until I avenge your death.
Helena,Female,Playable,Please...
Helena,Female,Playable,Forgive me. I'll make him pay for this.
Helena,Female,Playable,Look at me! It's gonna be OK. Look at me. Look at me! It's gonna be OK! Just keep your eyes on me.
Deborah,Female,Non-Playable,Help me…
Helena,Female,Playable,"I'm gonna get you out of here, Deborah! Deborah, look at me. We're gonna get through this!"
Helena,Female,Playable,"Not her! Not my sister! Take me! Please! I'll do anything. Please! Please, please don't hurt her! Deborah!"
Helena,Female,Playable,I didn't know what else to do. So I helped him. I helped Simmons breach the president's security.
Ada,Female,Playable,"That sounds like Simmons, all right."
Leon,Male,Playable,Why the hell would he do all this?
Ada,Female,Playable,"Long story. We're up against the people who really run this country…in a very dangerous game, and if you don't play your hand right…"
Carla,Female,Non-Playable,How are you feeling?
Ada,Female,Playable,"Why don't you come down here, and I'll show you?"
Carla,Female,Non-Playable,"I think I'll pass, but there is something I'd like to show you."
Ada,Female,Playable,More games?
Carla,Female,Non-Playable,"Not quite, just something I think you would benefit from knowing. Proceed to the research lab."
Ada,Female,Playable,Hmph. Looks just like me. No wonder Leon is confused.
Carla,Female,Non-Playable,Enjoy the show?
Ada,Female,Playable,yes. that was quite... revealing.
Carla,Female,Non-Playable,How do you mean?
Ada,Female,Playable,"Ada: Well, correct me if I'm wrong, but isn't you on the tape, ""Ada""? You are the one behind Neo-Umbrella."
Carla,Female,Non-Playable,I... don't know what you're talking about.
Ada,Female,Playable,Simmons would never be foolish enough to show his cards.
Ada,Female,Playable,He and his Family want one thing- to stabilize and sustain the system they've created. but you... You want to destroy it.
Carla,Female,Non-Playable,And the world will blame you.
Ada,Female,Playable,"If she wants a game, she'll get one. With the real Ada Wong."
Simmons,Male,Non-Playable,Who is this?
Ada,Female,Playable,"An old friend, Simmons. Ada Wong."
Simmons,Male,Non-Playable,Ada!?
Ada,Female,Playable,Let's ditch the pleasantries and get right to it. That little doppelganger you brewed up just told me she has her heart set on destroying the world.
Simmons,Male,Non-Playable,What-!?
Ada,Female,Playable,Looks like the race is on. Let's see who comes in first.
Ada,Female,Playable,Sherry Birkin...
Ada,Female,Playable,And he must be the host of the C-Virus antibody.
Ada,Female,Playable,Looks like they're not alone.
Ada,Female,Playable,Guess the rookies could use some help.
Piers,Male,Playable,This is Piers Nivans!
Piers,Male,Playable,Ada Wong is moving south towards the military port!
Piers,Male,Playable,Advising all personnel to be on the alert!
Ada,Female,Playable,It's like a Raccoon City reunion.
Ada,Female,Playable,Catch you two later.
Simmons,Male,Non-Playable,No! No!
Simmons,Male,Non-Playable,That's not good enough! That's not Ada Wong!
Simmons,Male,Non-Playable,Why won't it work!?
Simmons,Male,Non-Playable,Combine the DNA sequence with the cocooon's bio-structure.
Simmons,Male,Non-Playable,Find another subject!
Simmons,Male,Non-Playable,"Use Carla for the next pass, she's a close match."
Simmons,Male,Non-Playable,"Be careful what you say around her, I don't want her catching on."
Simmons,Male,Non-Playable,"Yes, yes!"
Simmons,Male,Non-Playable,This is it!
Simmons,Male,Non-Playable,"She may have left me, but now I have her back!"
Simmons,Male,Non-Playable,"Happy birthday, Ada Wong!"
Ada,Female,Playable,Now I get it.
Ada,Female,Playable,"Your hatred to Simmons drove you to tear down the world they created, but it was your conscience, Carla, that saw you fail."
Ada,Female,Playable,"After all, isn't that why you brought me into this?"
Ada,Female,Playable,"It's a shame. If you had only sought vengeance against Simmons alone, I would have helped you."
Carla,Female,Non-Playable,Get over yourself. Help me?
Carla,Female,Non-Playable,I am the real Ada Wong! I don't need help from anyone!
Carla,Female,Non-Playable,"My plans aren't failing, they're thriving!"
Carla,Female,Non-Playable,And soon this frail shell of a society will collapse!
Carla,Female,Non-Playable,"After that, you know what will be left of this world?"
Carla,Female,Non-Playable,Nothing!
Carla,Female,Non-Playable,Hell will rise and chaos will reign!
Carla,Female,Non-Playable,"And I, Ada Wong, will be queen of the new world!"
Ada,Female,Playable,"Hate to break it to you, but you're nothing but a cheap knockoff, at best."
Ada,Female,Playable,"Rest in peace, Carla."
Ada,Female,Playable,"I'll let them clean up Carla's mess, while I take care of Simmons."
HQ,,Non-Playable,"This is HQ, requesting damage estimate."
Agent,,Non-Playable,This place is done! There are B.O.W.s everywhere!
Ada,Female,Playable,She wasn't joking about raising hell.
Leon,Male,Playable,Back for more?
Simmons,Male,Non-Playable,"I know what you did, Ada! You disobeyed me! You took Wesker's son away! You used that bastard's blood... to make the virus stronger!"
Ada,Female,Playable,That's what you get for trusting Ada Wong.
Leon,Male,Playable,She's heading to the roof.
Helena,Female,Playable,Let's hope the elevator still works. What's wrong?
Leon,Male,Playable,It's nothing. Let's go.
Ada,Female,Playable,"Can't stay out of trouble, can you, Leon?"
Ada,Female,Playable,And always one step behind.
Ada,Female,Playable,Leon... Ever the survivor. Oh well. No rest for the weary.
Ada,Female,Playable,So cute.
Ada,Female,Playable,"You're really confused by all this, aren't you, Leon?"
Ada,Female,Playable,It's kind of fun to watch.
